name,description
Waterproof Gaiters - Black,High gaiters keep snow and debris out of boots on backcountry routes. Color: Black.
Waterproof Gaiters - Olive,High gaiters keep snow and debris out of boots on backcountry routes. Color: Olive.
Waterproof Gaiters - Navy,High gaiters keep snow and debris out of boots on backcountry routes. Color: Navy.
Waterproof Gaiters - Gray,High gaiters keep snow and debris out of boots on backcountry routes. Color: Gray.
Waterproof Gaiters - Red,High gaiters keep snow and debris out of boots on backcountry routes. Color: Red.
Trekking Pole Set - Black,Folding carbon-fibre poles weigh 240g/pair and pack to 43 cm. Color: Black.
Trekking Pole Set - Olive,Folding carbon-fibre poles weigh 240g/pair and pack to 43 cm. Color: Olive.
Trekking Pole Set - Navy,Folding carbon-fibre poles weigh 240g/pair and pack to 43 cm. Color: Navy.
Trekking Pole Set - Gray,Folding carbon-fibre poles weigh 240g/pair and pack to 43 cm. Color: Gray.
Trekking Pole Set - Red,Folding carbon-fibre poles weigh 240g/pair and pack to 43 cm. Color: Red.
Hydration Pack 2L - Black,Slim pack with 2L reservoir and multiple external pockets. Color: Black.
Hydration Pack 2L - Olive,Slim pack with 2L reservoir and multiple external pockets. Color: Olive.
Hydration Pack 2L - Navy,Slim pack with 2L reservoir and multiple external pockets. Color: Navy.
Hydration Pack 2L - Gray,Slim pack with 2L reservoir and multiple external pockets. Color: Gray.
Hydration Pack 2L - Red,Slim pack with 2L reservoir and multiple external pockets. Color: Red.
Trail Running Belt - Black,Lightweight stretch belt with two 250ml soft flasks. Color: Black.
Trail Running Belt - Olive,Lightweight stretch belt with two 250ml soft flasks. Color: Olive.
Trail Running Belt - Navy,Lightweight stretch belt with two 250ml soft flasks. Color: Navy.
Trail Running Belt - Gray,Lightweight stretch belt with two 250ml soft flasks. Color: Gray.
Trail Running Belt - Red,Lightweight stretch belt with two 250ml soft flasks. Color: Red.
Wool Beanie - Black,Single-layer merino knit beanie for shoulder-season use. Color: Black.
Wool Beanie - Olive,Single-layer merino knit beanie for shoulder-season use. Color: Olive.
Wool Beanie - Navy,Single-layer merino knit beanie for shoulder-season use. Color: Navy.
Wool Beanie - Gray,Single-layer merino knit beanie for shoulder-season use. Color: Gray.
Wool Beanie - Red,Single-layer merino knit beanie for shoulder-season use. Color: Red.
Packable Day Backpack - Black,20L daypack folds into its own lid pocket. Color: Black.
Packable Day Backpack - Olive,20L daypack folds into its own lid pocket. Color: Olive.
Packable Day Backpack - Navy,20L daypack folds into its own lid pocket. Color: Navy.
Packable Day Backpack - Gray,20L daypack folds into its own lid pocket. Color: Gray.
Packable Day Backpack - Red,20L daypack folds into its own lid pocket. Color: Red.
Sunglasses Polarised - Black,TR-90 frames with polarised polycarbonate lenses. UV400 protection. Color: Black.
Sunglasses Polarised - Olive,TR-90 frames with polarised polycarbonate lenses. UV400 protection. Color: Olive.
Sunglasses Polarised - Navy,TR-90 frames with polarised polycarbonate lenses. UV400 protection. Color: Navy.
Sunglasses Polarised - Gray,TR-90 frames with polarised polycarbonate lenses. UV400 protection. Color: Gray.
Sunglasses Polarised - Red,TR-90 frames with polarised polycarbonate lenses. UV400 protection. Color: Red.
Technical Climbing Helmet - Black,Hybrid in-mould helmet weighing 240g with 14 vents. Color: Black.
Technical Climbing Helmet - Olive,Hybrid in-mould helmet weighing 240g with 14 vents. Color: Olive.
Technical Climbing Helmet - Navy,Hybrid in-mould helmet weighing 240g with 14 vents. Color: Navy.
Technical Climbing Helmet - Gray,Hybrid in-mould helmet weighing 240g with 14 vents. Color: Gray.
Technical Climbing Helmet - Red,Hybrid in-mould helmet weighing 240g with 14 vents. Color: Red.
Sleeping Bag Liner - Black,Thermolite liner adds 5 C warmth and protects your bag. Color: Black.
Sleeping Bag Liner - Olive,Thermolite liner adds 5 C warmth and protects your bag. Color: Olive.
Sleeping Bag Liner - Navy,Thermolite liner adds 5 C warmth and protects your bag. Color: Navy.
Sleeping Bag Liner - Gray,Thermolite liner adds 5 C warmth and protects your bag. Color: Gray.
Sleeping Bag Liner - Red,Thermolite liner adds 5 C warmth and protects your bag. Color: Red.
Hanging Organiser - Black,Roll-top hanging organiser with six zip pockets. Color: Black.
Hanging Organiser - Olive,Roll-top hanging organiser with six zip pockets. Color: Olive.
Hanging Organiser - Navy,Roll-top hanging organiser with six zip pockets. Color: Navy.
Hanging Organiser - Gray,Roll-top hanging organiser with six zip pockets. Color: Gray.
Hanging Organiser - Red,Roll-top hanging organiser with six zip pockets. Color: Red.
Map and Compass Pouch - Black,Waterproof see-through pouch for pack shoulder strap. Color: Black.
Map and Compass Pouch - Olive,Waterproof see-through pouch for pack shoulder strap. Color: Olive.
Map and Compass Pouch - Navy,Waterproof see-through pouch for pack shoulder strap. Color: Navy.
Map and Compass Pouch - Gray,Waterproof see-through pouch for pack shoulder strap. Color: Gray.
Map and Compass Pouch - Red,Waterproof see-through pouch for pack shoulder strap. Color: Red.
Emergency Bivouac Sack - Black,Aluminised emergency bivy reflecting 90% of body heat. 85g. Color: Black.
Emergency Bivouac Sack - Olive,Aluminised emergency bivy reflecting 90% of body heat. 85g. Color: Olive.
Emergency Bivouac Sack - Navy,Aluminised emergency bivy reflecting 90% of body heat. 85g. Color: Navy.
Emergency Bivouac Sack - Gray,Aluminised emergency bivy reflecting 90% of body heat. 85g. Color: Gray.
Emergency Bivouac Sack - Red,Aluminised emergency bivy reflecting 90% of body heat. 85g. Color: Red.
Packable Rain Pants - Black,Featherlight waterproof pants at 150g. Self-packing pocket. Color: Black.
Packable Rain Pants - Olive,Featherlight waterproof pants at 150g. Self-packing pocket. Color: Olive.
Packable Rain Pants - Navy,Featherlight waterproof pants at 150g. Self-packing pocket. Color: Navy.
Packable Rain Pants - Gray,Featherlight waterproof pants at 150g. Self-packing pocket. Color: Gray.
Packable Rain Pants - Red,Featherlight waterproof pants at 150g. Self-packing pocket. Color: Red.
Wool Crew Socks - Black,Merino/nylon hiking socks with cushioned footbed. Color: Black.
Wool Crew Socks - Olive,Merino/nylon hiking socks with cushioned footbed. Color: Olive.
Wool Crew Socks - Navy,Merino/nylon hiking socks with cushioned footbed. Color: Navy.
Wool Crew Socks - Gray,Merino/nylon hiking socks with cushioned footbed. Color: Gray.
Wool Crew Socks - Red,Merino/nylon hiking socks with cushioned footbed. Color: Red.
Lightweight Liner Socks - Black,Ultra-thin merino liner socks to prevent blisters. Color: Black.
Lightweight Liner Socks - Olive,Ultra-thin merino liner socks to prevent blisters. Color: Olive.
Lightweight Liner Socks - Navy,Ultra-thin merino liner socks to prevent blisters. Color: Navy.
Lightweight Liner Socks - Gray,Ultra-thin merino liner socks to prevent blisters. Color: Gray.
Lightweight Liner Socks - Red,Ultra-thin merino liner socks to prevent blisters. Color: Red.
Compression Calf Sleeves - Black,Graduated compression for recovery on multi-day hikes. Color: Black.
Compression Calf Sleeves - Olive,Graduated compression for recovery on multi-day hikes. Color: Olive.
Compression Calf Sleeves - Navy,Graduated compression for recovery on multi-day hikes. Color: Navy.
Compression Calf Sleeves - Gray,Graduated compression for recovery on multi-day hikes. Color: Gray.
Compression Calf Sleeves - Red,Graduated compression for recovery on multi-day hikes. Color: Red.
Midweight Hiking Socks - Black,Terry loop cushioning with moisture-wicking nylon/merino blend. Color: Black.
Midweight Hiking Socks - Olive,Terry loop cushioning with moisture-wicking nylon/merino blend. Color: Olive.
Midweight Hiking Socks - Navy,Terry loop cushioning with moisture-wicking nylon/merino blend. Color: Navy.
Midweight Hiking Socks - Gray,Terry loop cushioning with moisture-wicking nylon/merino blend. Color: Gray.
Midweight Hiking Socks - Red,Terry loop cushioning with moisture-wicking nylon/merino blend. Color: Red.
